	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
com.greencabbage.urgentradio	6	0.33	0.33	0.33	0.00	0.00	0.00	0.54	0.54	0.54	0.50	2.00	1.33	1.33	1.00	6	4	4	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.holsoft.ohmslawcalculator	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	0.38	1.00	1.00	0.00	0.00	1.00	1	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mk.nsmsg	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.meteo.android.marseille	20	0.13	0.13	0.13	0.00	0.00	0.00	0.55	0.13	0.14	0.34	1.90	0.00	0.10	0.50	19	0	1	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.trubx.trainingcamp	5	0.20	0.20	0.20	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.robxbacknever.welcometobloxgrrb2bk	26	0.06	0.06	0.06	0.00	0.00	0.00	0.65	0.06	0.06	0.17	2.46	0.00	0.00	1.62	32	0	0	21	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kidsfunlearninggames.potato.farm.and.chips.factory	5	0.20	0.20	0.20	0.00	0.00	0.00	0.25	0.20	0.20	0.20	0.40	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.membersfirst.glenwildgolfclub	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sticksports.stickcricketlive	38	0.04	0.04	0.04	0.00	0.00	0.00	0.16	0.04	0.04	0.11	0.79	0.00	0.00	0.63	15	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.emagein3d.shooterAR	3	0.33	0.33	0.33	0.00	0.00	0.00	0.33	0.33	0.33	0.33	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wirdahoam.app	17	0.10	0.10	0.10	0.00	0.00	0.00	0.32	0.10	0.10	0.13	1.41	0.00	0.00	0.12	12	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rubanbridge.station	53	0.04	0.04	0.04	0.00	0.00	0.00	0.38	0.04	0.04	0.28	2.11	0.00	0.00	3.13	56	0	0	83	0	0	0	0	0	0.00	0.00	0.00	0.00
com.leeyokeloong.JingSiYu_Chinese_2e1y0L6L2e0L1y8b	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.navigraph.charts	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	0.19	0.19	0.38	2.50	0.00	0.00	1.00	5	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ramayan.bhagavadgita	17	0.09	0.09	0.09	0.00	0.00	0.00	0.41	0.09	0.09	0.12	1.53	0.00	0.00	0.12	13	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.quizmine.intlaw_01	11	0.07	0.07	0.07	0.00	0.00	0.00	0.23	0.18	0.45	0.18	1.09	0.73	2.73	0.73	6	4	15	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.leu.houseapM103	31	0.03	0.03	0.03	0.00	0.00	0.00	0.84	0.82	0.03	0.70	3.68	3.16	0.00	2.97	57	49	0	46	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jb.gokeyboard.theme.BestThemes.blueplastic	8	0.16	0.16	0.16	0.00	0.00	0.00	0.94	0.53	0.53	0.31	3.00	1.50	1.50	0.25	12	6	6	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ks.kshopy	11	0.11	0.11	0.11	0.00	0.00	0.00	0.23	0.16	0.14	0.16	0.36	0.18	0.36	0.18	2	1	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.APPocalypse.Oxxo	4	0.19	0.19	0.19	0.00	0.00	0.00	0.19	0.56	0.56	0.19	0.00	1.50	1.50	0.00	0	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.stashlartechnologies.HAR_GHAR_ROZGAAR	6	0.25	0.25	0.25	0.00	0.00	0.00	0.50	0.50	0.50	0.25	0.67	0.67	0.67	0.00	2	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ilmasoftkids.kidsiqen	5	0.15	0.15	0.15	0.00	0.00	0.00	0.80	0.50	0.15	0.30	2.00	1.60	0.00	0.80	5	4	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.krushak.customer	110	0.02	0.02	0.02	0.00	0.00	0.00	0.54	0.02	0.02	0.74	5.75	0.00	0.00	118.53	316	0	0	6519	0	0	0	0	0	0.00	0.00	0.00	0.00
com.RevengeAPP.ColorMatching	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.top_dicionario_ingles_afrikaans.top_dicionario_ingles_afrikaans	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.25	0.25	0.25	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.SNSomosNerds.DarkOldSun	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.josejoaquin.traductor	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tuesdayquest.logicart	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.graprecipes.shrimptacorecipes	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	0.42	1.33	1.33	1.33	0.67	2	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.phumikhmer24.ab	20	0.08	0.08	0.08	0.00	0.00	0.00	0.59	0.08	0.08	0.15	2.70	0.00	0.00	0.60	27	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hypersonix.ai	7	0.14	0.14	0.14	0.00	0.00	0.00	0.14	0.14	0.14	0.14	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gamesweplay.warshooter3D	3	0.33	0.33	0.33	0.00	0.00	0.00	0.75	0.75	0.75	0.33	0.67	0.67	0.67	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.JakeDeAndradeGames.PiratesBattleRoyalePRO	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.selfhealing.chakrasnumber1	38	0.02	0.02	0.02	0.00	0.00	0.00	0.87	0.02	0.02	0.24	2.42	0.00	0.00	2.32	46	0	0	44	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lifeasy.app.lifeasy	92	0.02	0.02	0.02	0.00	0.00	0.00	0.78	0.02	0.02	0.18	4.39	0.00	0.00	2.91	202	0	0	134	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lillc.sunsetwallpaper	15	0.05	0.05	0.05	0.00	0.00	0.00	0.65	0.70	0.05	0.55	1.60	3.73	0.00	1.07	12	28	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ritmo.live	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.25	1.00	2.67	0.00	0.00	2.67	4	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobileroadie.app_2473	124	0.02	0.02	0.02	0.00	0.00	0.00	0.27	0.02	0.02	0.53	3.03	0.00	0.00	30.82	188	0	0	1911	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mockapps.bestfartbelchsounds	5	0.35	0.35	0.35	0.00	0.00	0.00	0.85	0.85	0.85	0.90	1.20	1.20	1.20	2.40	3	3	3	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.GoldenKiwi.IOS7LockScreen	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.momogame.juicygarden	10	0.10	0.10	0.10	0.00	0.00	0.00	0.30	0.10	0.10	0.10	1.00	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zoho.sign.zohosign	30	0.08	0.08	0.08	0.00	0.00	0.00	0.80	0.45	0.08	0.16	4.53	3.07	0.00	0.27	68	46	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jb.gokeyboard.theme.supercolor.themes.eastereggs	9	0.14	0.14	0.14	0.00	0.00	0.00	0.81	0.31	0.14	0.22	2.44	0.89	0.00	0.44	11	4	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobincube.android.sc_91T73	55	0.04	0.04	0.04	0.00	0.00	0.00	0.49	0.04	0.04	0.35	7.09	0.00	0.00	8.87	195	0	0	244	0	0	0	0	0	0.00	0.00	0.00	0.00
com.katakatasindiranbuatheaters.newalay.forextradinglifeinsurance	55	0.04	0.04	0.04	0.00	0.00	0.00	0.41	0.04	0.04	0.59	9.96	0.00	0.00	38.33	274	0	0	1054	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sevenshifts.android	160	0.02	0.02	0.02	0.00	0.00	0.00	0.46	0.02	0.02	0.66	6.19	0.00	0.00	55.58	495	0	0	4446	0	0	0	0	0	0.00	0.00	0.00	0.00
com.marianne.williamson	6	0.13	0.13	0.13	0.00	0.00	0.00	1.00	0.25	0.25	0.25	3.33	0.67	0.67	1.00	10	2	2	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hittch	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mango.android	34	0.03	0.03	0.03	0.00	0.00	0.00	0.71	0.03	0.03	0.35	6.76	0.00	0.00	8.24	115	0	0	140	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gamescapes.shopping.mall.car.parking	19	0.07	0.07	0.07	0.00	0.00	0.00	0.12	0.21	0.07	0.12	0.63	0.84	0.00	0.21	6	8	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.osn.go	38	0.07	0.07	0.07	0.00	0.00	0.00	0.43	0.07	0.07	0.22	3.42	0.00	0.00	2.16	65	0	0	41	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Pyrestone.BBBUltra	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.w2cyk.android.rfinder	18	0.10	0.10	0.10	0.00	0.00	0.00	0.82	0.76	0.76	0.10	8.11	7.67	7.67	0.00	73	69	69	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.MoreHotels	4	0.25	0.25	0.25	0.00	0.00	0.00	0.56	0.31	0.31	0.25	1.50	0.50	0.50	0.00	3	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tushar.storysplitter	9	0.08	0.08	0.08	0.00	0.00	0.00	0.78	0.08	0.08	0.61	1.33	0.00	0.00	6.22	6	0	0	28	0	0	0	0	0	0.00	0.00	0.00	0.00
com.subsplash.thechurchapp.s_S974SN	35	0.06	0.06	0.06	0.00	0.00	0.00	0.42	0.06	0.06	0.29	4.63	0.00	0.00	2.63	81	0	0	46	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pixlpark.cheese.android	16	0.09	0.09	0.09	0.00	0.00	0.00	0.25	0.09	0.09	0.13	0.63	0.00	0.00	0.13	5	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.papeda	11	0.07	0.07	0.07	0.00	0.00	0.00	0.93	0.93	0.93	0.93	2.00	2.00	2.00	2.00	11	11	11	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.newfompose	41	0.04	0.04	0.04	0.00	0.00	0.00	0.74	0.04	0.04	0.36	3.71	0.00	0.00	3.17	76	0	0	65	0	0	0	0	0	0.00	0.00	0.00	0.00
com.emergingmobile.zombiemanor	18	0.07	0.07	0.07	0.00	0.00	0.00	0.24	0.10	0.07	0.07	1.22	0.11	0.00	0.00	11	1	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ICCBotandroiduniquehandynotebookofdifferententriesprogram.coolnotewithdialogbox	5	0.15	0.15	0.15	0.00	0.00	0.00	0.50	0.15	0.15	0.80	0.80	0.00	0.00	2.40	2	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.triposo.droidguide.azerbaijan	56	0.03	0.03	0.03	0.00	0.00	0.00	0.63	0.03	0.03	0.68	16.57	0.00	0.00	28.14	464	0	0	788	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Baby.House.Decoration.Games.Dollhouse	7	0.14	0.14	0.14	0.00	0.00	0.00	0.43	0.14	0.14	0.14	0.86	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.helper.pokemon	24	0.04	0.04	0.04	0.00	0.00	0.00	0.04	0.19	0.04	0.04	0.00	0.50	0.00	0.00	0	6	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.phonegap.millerntor	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.softtech.parakod	686	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00	0.00	3.65	0.00	0.00	0.00	1251	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.geoimmo.rivedeseine	58	0.04	0.04	0.04	0.00	0.00	0.00	0.40	0.04	0.04	0.09	1.28	0.00	0.00	0.38	37	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ShrewsburyEats.customer	119	0.02	0.02	0.02	0.00	0.00	0.00	0.58	0.02	0.02	0.73	6.25	0.00	0.00	115.29	372	0	0	6860	0	0	0	0	0	0.00	0.00	0.00	0.00
com.powercruisecontrol.i3	4	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ixara.tvwalldesign	5	0.15	0.15	0.15	0.00	0.00	0.00	0.60	0.15	0.80	0.35	0.80	0.00	1.20	1.60	2	0	3	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.prathimatech.autoconnect	12	0.06	0.06	0.06	0.00	0.00	0.00	0.92	0.06	0.06	0.92	1.67	0.00	0.00	1.67	10	0	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lumiplan.saintaubin	20	0.06	0.06	0.06	0.00	0.00	0.00	0.31	0.06	0.06	0.74	0.60	0.00	0.00	19.60	6	0	0	196	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kizuna.plusone	21	0.04	0.04	0.04	0.00	0.00	0.00	0.86	0.27	0.04	0.26	8.95	8.48	0.00	9.33	94	89	0	98	0	0	0	0	0	0.00	0.00	0.00	0.00
com.telstra.android.afl	48	0.03	0.03	0.03	0.00	0.00	0.00	0.36	0.03	0.03	0.52	1.38	0.00	0.00	28.50	33	0	0	684	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fileo.tad	18	0.08	0.08	0.08	0.00	0.00	0.00	0.42	0.24	0.08	0.21	1.56	1.11	0.00	0.33	14	10	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.friendlydrive	7	0.21	0.21	0.21	0.00	0.00	0.00	0.71	0.46	0.46	0.39	2.57	0.57	0.57	0.57	9	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pjproductions.dice	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ikeyboard.theme.black.cat	21	0.13	0.13	0.13	0.00	0.00	0.00	0.56	0.13	0.13	0.13	2.00	0.00	0.00	0.00	21	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hygagesoft.boundbomb	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jtexpress.KhClient	49	0.03	0.03	0.03	0.00	0.00	0.00	0.33	0.03	0.03	0.26	1.59	0.00	0.00	1.06	39	0	0	26	0	0	0	0	0	0.00	0.00	0.00	0.00
com.quickmove.sa.survey	33	0.05	0.05	0.05	0.00	0.00	0.00	0.23	0.05	0.05	0.17	1.15	0.00	0.00	0.79	19	0	0	13	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hjsolution.android.glitterphotoframe	4	0.19	0.19	0.19	0.00	0.00	0.00	0.75	1.00	1.00	0.19	1.00	1.50	1.50	0.00	2	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.josapps.revivechurch	33	0.06	0.06	0.06	0.00	0.00	0.00	0.57	0.06	0.06	0.06	1.27	0.00	0.00	0.00	21	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.endgames.sniper.elite.assassin.fps.hitman.gun.shooting	9	0.08	0.08	0.08	0.00	0.00	0.00	0.08	0.08	0.08	0.08	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.eurotravel.prog2.eurotravelplanner	8	0.09	0.09	0.09	0.00	0.00	0.00	0.88	0.88	0.88	0.88	4.50	4.50	4.50	7.75	18	18	18	31	0	0	0	0	0	0.00	0.00	0.00	0.00
com.productschool.confcwczy4	18	0.10	0.10	0.10	0.00	0.00	0.00	0.35	0.10	0.10	0.57	2.00	0.00	0.00	9.89	18	0	0	89	0	0	0	0	0	0.00	0.00	0.00	0.00
com.thepitchapp	40	0.07	0.07	0.07	0.00	0.00	0.00	0.33	0.07	0.07	0.16	1.45	0.00	0.00	0.55	29	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.inetsgi.theandersons	9	0.14	0.14	0.14	0.00	0.00	0.00	0.25	0.14	0.14	0.14	0.89	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vaciniti.app.app57eedc6e0ab94	12	0.08	0.08	0.08	0.00	0.00	0.00	0.17	0.08	0.08	0.08	0.50	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wrgardnersoft.ftc2018	14	0.05	0.05	0.05	0.00	0.00	0.00	0.89	0.29	0.29	0.57	14.29	14.00	14.00	2.14	100	98	98	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zeitmobile.coastfitness	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.topfreebanglaapp.englishspoken	18	0.08	0.08	0.08	0.00	0.00	0.00	0.64	0.08	0.08	0.32	1.33	0.00	0.00	0.44	12	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.voxy.pearson	32	0.09	0.09	0.09	0.00	0.00	0.00	0.66	0.09	0.09	0.66	3.75	0.00	0.00	28.13	60	0	0	450	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vnbookforkid.TiengAnhLop7New.Tap1	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.SPP.Development.BenjaminFranklinQuotesApp	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.67	0.25	1.33	0.00	0.67	0.00	2	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jisshow.app	18	0.07	0.07	0.07	0.00	0.00	0.00	0.72	0.60	0.35	0.22	6.44	3.22	1.89	1.33	58	29	17	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smartsound.skeeperheart	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.soaltkdcpns.mudah	12	0.08	0.08	0.08	0.00	0.00	0.00	0.40	0.08	0.08	0.21	1.83	0.00	0.00	0.67	11	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.syndicate.coffeemugframes	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	1.00	1.00	0.63	2.00	2.00	2.00	1.00	4	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ladytimer.ovulationcalendar	24	0.06	0.06	0.06	0.00	0.00	0.00	0.33	0.22	0.22	0.14	1.25	0.58	0.58	0.25	15	7	7	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lastpass.lpandroid	14	0.11	0.11	0.11	0.00	0.00	0.00	0.66	0.11	0.11	0.39	2.86	0.00	0.00	3.00	20	0	0	21	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tapinator.videopokerclassic	23	0.08	0.08	0.08	0.00	0.00	0.00	0.15	0.08	0.08	0.12	0.43	0.00	0.00	0.26	5	0	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.indoorway.android.fluctus	12	0.10	0.10	0.10	0.00	0.00	0.00	0.54	0.44	0.10	0.48	1.00	1.83	0.00	2.50	6	11	0	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.robapps.ballsrider	10	0.08	0.08	0.08	0.00	0.00	0.00	0.28	0.15	0.15	0.08	0.80	0.40	0.40	0.00	4	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.makeshop.powerapp.lmart	23	0.09	0.09	0.09	0.00	0.00	0.00	0.54	0.62	0.62	0.18	1.22	1.48	1.48	0.35	14	17	17	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Rewind.WEAVR	8	0.13	0.13	0.13	0.00	0.00	0.00	0.53	0.59	0.56	0.16	0.75	1.25	1.00	0.25	3	5	4	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.himel.stylishtext	9	0.08	0.08	0.08	0.00	0.00	0.00	0.47	0.78	0.08	0.89	2.44	8.00	0.00	3.78	11	36	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.senle.hiball	11	0.07	0.07	0.07	0.00	0.00	0.00	0.07	0.07	0.07	0.07	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.oxford.bus	26	0.08	0.08	0.08	0.00	0.00	0.00	0.19	0.08	0.08	0.10	0.46	0.00	0.00	0.08	6	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wsea.monanchauau	14	0.05	0.05	0.05	0.00	0.00	0.00	0.89	0.27	0.27	0.27	3.29	5.14	5.14	11.43	23	36	36	80	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gegonium.elettralamborghiniwallpaper	26	0.04	0.04	0.04	0.00	0.00	0.00	0.44	0.45	0.04	0.18	2.00	5.38	0.00	0.92	26	70	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.overpass.secretagentspanishlite	8	0.16	0.16	0.16	0.00	0.00	0.00	0.66	0.31	0.31	0.16	2.75	0.50	0.50	0.00	11	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobileroadie.app_2529	152	0.03	0.03	0.03	0.00	0.00	0.00	0.28	0.03	0.03	0.57	3.92	0.00	0.00	32.64	298	0	0	2481	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tordusgames.puzzles.forest	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.theyoapp	13	0.10	0.10	0.10	0.00	0.00	0.00	0.25	0.10	0.10	0.17	0.92	0.00	0.00	0.46	6	0	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.radiocolors.turquie	28	0.08	0.08	0.08	0.00	0.00	0.00	0.24	0.08	0.08	0.18	1.00	0.00	0.00	0.50	14	0	0	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ICCBotappfactory.videochat.livechat	27	0.05	0.05	0.05	0.00	0.00	0.00	0.57	0.05	0.05	0.31	2.89	0.00	0.00	1.93	39	0	0	26	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Top.Friendly.Apps.Games.Cute.Christmas.Photo.Stickers	11	0.09	0.09	0.09	0.00	0.00	0.00	0.09	0.18	0.18	0.23	0.00	0.18	0.18	0.36	0	1	1	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ModernDoorDesigns.embolapps	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.quran.alqataICCBotnasser	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	1.00	0.42	2.00	0.00	2.67	0.67	3	0	4	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mauricio.notasFiscalesV2	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smartmoney.ledger_expensetrackerfree	15	0.05	0.05	0.05	0.00	0.00	0.00	0.77	0.77	0.77	0.77	2.00	2.00	2.00	1.87	15	15	15	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.summerseger.WallpaperIndahIndrianaTerbaru	4	0.19	0.19	0.19	0.00	0.00	0.00	0.56	0.19	0.19	0.81	1.00	0.00	0.00	2.50	2	0	0	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.izotope.spire	36	0.03	0.03	0.03	0.00	0.00	0.00	0.51	0.03	0.03	0.47	2.00	0.00	0.00	11.67	36	0	0	210	0	0	0	0	0	0.00	0.00	0.00	0.00
com.grandsons.dictboxar	29	0.05	0.05	0.05	0.00	0.00	0.00	0.66	0.50	0.05	0.47	2.28	1.72	0.00	1.31	33	25	0	19	0	0	0	0	0	0.00	0.00	0.00	0.00
com.yelp.android	313	0.05	0.05	0.05	0.00	0.00	0.00	0.28	0.05	0.05	0.05	3.20	0.00	0.00	0.00	501	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.FourInRow	20	0.08	0.08	0.08	0.00	0.00	0.00	0.80	0.08	0.49	0.21	5.70	0.00	11.10	8.20	57	0	111	82	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wave.keyboard.theme.speedometeranimatedkeyboard	45	0.07	0.07	0.07	0.00	0.00	0.00	0.47	0.07	0.07	0.25	2.40	0.00	0.00	1.56	54	0	0	35	0	0	0	0	0	0.00	0.00	0.00	0.00
